#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,Genes,Host,Modify Date,RefSeq category,tRNA
"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","Bacteria;Proteobacteria;Gammaproteobacteria","LT2","SAMN02604315","PRJNA241","GCA_000006945.2","Complete",4.95138,52.2171,"chromosome:NC_003197.2/AE006468.2; plasmid pSLT:NC_003277.2/AE006471.2",,2,4548,"2001-10-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/945/GCA_000006945.2_ASM694v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/945/GCF_000006945.2_ASM694v2",4714,"human","2018-07-24T00:00:00Z","reference",85
"Gardnerella vaginalis ATCC 14019","Bacteria;Terrabacteria group;Actinobacteria","ATCC 14019","SAMN00001462","PRJNA31473","GCA_000159155.2","Complete",1.66735,41.4,"chromosome:NC_014644.1/CP002104.1",,1,1365,"2010-11-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/159/155/GCA_000159155.2_ASM15915v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/155/GCF_000159155.2_ASM15915v2",1421,"human","2016-08-03T00:00:00Z","reference",45
"Fusobacterium nucleatum subsp. animalis 7_1","Bacteria;Fusobacteria;Fusobacteriia","7_1","SAMN02463711","PRJNA32483","GCA_000158275.2","Complete",2.51403,26.99,"chromosome:NZ_CP007062.1/CP007062.1; plasmid unnamed:NZ_CP007063.1/CP007063.1",,2,2330,"2014-02-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/158/275/GCA_000158275.2_ASM15827v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/275/GCF_000158275.2_ASM15827v2",2496,"human","2017-04-02T00:00:00Z","representative",46
"Chlamydia trachomatis 434/Bu","Bacteria;PVC group;Chlamydiae","434/Bu","SAMEA1705923","PRJNA28583","GCA_000068585.1","Complete",1.03884,41.3,"chromosome:NC_010287.1/AM884176.1",,1,880,"2008-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/068/585/GCA_000068585.1_ASM6858v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/068/585/GCF_000068585.1_ASM6858v1",937,"human","2016-08-03T00:00:00Z","reference",37
"Escherichia coli str. K-12 substr. MG1655","Bacteria;Proteobacteria;Gammaproteobacteria","K-12 substr. MG1655","SAMN02604091","PRJNA225","GCA_000005845.2","Complete",4.64165,50.8,"chromosome:NC_000913.3/U00096.3",,1,4242,"1998-10-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/005/845/GCA_000005845.2_ASM584v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/005/845/GCF_000005845.2_ASM584v2",4566,"human","2018-10-11T00:00:00Z","reference",86
"Clostridium botulinum B str. Eklund 17B (NRP)","Bacteria;Terrabacteria group;Firmicutes","Eklund 17B","SAMN02603538","PRJNA28857","GCA_000020165.1","Complete",3.84797,27.469,"chromosome:NC_010674.1/CP001056.1; plasmid pCLL:NC_010680.1/CP001057.1",,2,3376,"2008-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/165/GCA_000020165.1_ASM2016v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/165/GCF_000020165.1_ASM2016v1",3541,"human","2017-04-06T00:00:00Z","representative",77
"Bacillus anthracis str. Sterne","Bacteria;Terrabacteria group;Firmicutes","Sterne","SAMN02598266","PRJNA10878","GCA_000008165.1","Complete",5.22866,35.4,"chromosome:NC_005945.1/AE017225.1",,1,4952,"2004-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/165/GCA_000008165.1_ASM816v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/165/GCF_000008165.1_ASM816v1",5263,"human","2016-08-03T00:00:00Z","reference",95
"Clostridium botulinum A str. ATCC 3502","Bacteria;Terrabacteria group;Firmicutes","ATCC 3502","SAMEA1705919","PRJNA193","GCA_000063585.1","Complete",3.90326,28.1941,"chromosome:NC_009495.1/AM412317.1; plasmid pBOT3502:NC_009496.1/AM412318.1",,2,3581,"2007-05-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/063/585/GCA_000063585.1_ASM6358v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/585/GCF_000063585.1_ASM6358v1",3786,"human","2016-08-03T00:00:00Z","reference",80
"Escherichia coli O83:H1 str. NRG 857C","Bacteria;Proteobacteria;Gammaproteobacteria","NRG 857C","SAMN02603727","PRJNA41221","GCA_000183345.1","Complete",4.89488,50.706,"chromosome:NC_017634.1/CP001855.1; plasmid pO83_CORR:NC_017659.1/CP001856.1",,2,4578,"2010-11-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/183/345/GCA_000183345.1_ASM18334v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/345/GCF_000183345.1_ASM18334v1",4686,"human","2017-03-16T00:00:00Z","reference",84
"Escherichia coli O104:H4 str. 2011C-3493","Bacteria;Proteobacteria;Gammaproteobacteria","2011C-3493","SAMN01831188","PRJNA81095","GCA_000299455.1","Complete",5.43741,50.6346,"chromosome:NC_018658.1/CP003289.1; plasmid pAA-EA11:NC_018666.1/CP003291.1; plasmid pESBL-EA11:NC_018659.1/CP003290.1; plasmid pG-EA11:NC_018660.1/CP003292.1",,4,5138,"2012-09-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/455/GCA_000299455.1_ASM29945v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/455/GCF_000299455.1_ASM29945v1",5258,"human","2017-03-22T00:00:00Z","reference",94
"Clostridium botulinum BKT015925","Bacteria;Terrabacteria group;Firmicutes","BKT015925","SAMN02603671","PRJNA60407","GCA_000204565.1","Complete",3.20759,28.2433,"chromosome:NC_015425.1/CP002410.1; plasmid p1BKT015925:NC_015417.1/CP002411.1; plasmid p2BKT015925:NC_015426.1/CP002412.1; plasmid p3BKT015925:NC_015418.1/CP002413.1; plasmid p4BKT015925:NC_015427.1/CP002414.1; plasmid p5BKT015925:NC_015419.1/CP002415.1",,6,2870,"2011-04-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/565/GCA_000204565.1_ASM20456v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/565/GCF_000204565.1_ASM20456v1",3046,"human","2017-03-22T00:00:00Z","representative",86
"Escherichia coli O157:H7 str. Sakai","Bacteria;Proteobacteria;Gammaproteobacteria","Sakai substr. RIMD 0509952","SAMN01911278","PRJNA226","GCA_000008865.2","Complete",5.5946,50.4477,"chromosome:NC_002695.2/BA000007.3; plasmid pO157:NC_002128.1/AB011549.2; plasmid pOSAK1:NC_002127.1/AB011548.2",,3,5155,"2001-03-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/865/GCA_000008865.2_ASM886v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/865/GCF_000008865.2_ASM886v2",5417,"human","2018-08-15T00:00:00Z","reference",103
"Campylobacter fetus subsp. testudinum 03-427","Bacteria;Proteobacteria;delta/epsilon subdivisions","03-427","SAMN02604287","PRJNA177177","GCA_000495505.1","Complete",1.77548,33.1,"chromosome:CP006833.1",,1,1692,"2013-11-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/495/505/GCA_000495505.1_ASM49550v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/495/505/GCF_000495505.1_ASM49550v1",1762,"human","2016-09-06T00:00:00Z","representative",44
